,jnr_sm_id,lead_id,lead_stage,call_done_date,call_status,call_reason
63,JNR1001MG,USR1013,lead,1/20/2022,unsuccessful,demo_schedule
64,JNR1001MG,USR1013,lead,1/18/2022,successful,demo_schedule
65,JNR1001MG,USR1013,lead,1/19/2022,successful,demo_not_attended
66,JNR1001MG,USR1013,awareness,1/19/2022,successful,post_demo_followup
67,JNR1001MG,USR1013,consideration,1/20/2022,unsuccessful,interested_for_conversion
68,JNR1001MG,USR1013,consideration,1/21/2022,successful,followup_for_conversion
69,JNR1001MG,USR1013,consideration,1/20/2022,successful,interested_for_conversion
70,JNR1001MG,USR1013,conversion,1/21/2022,successful,successful_conversion
71,JNR1001MG,USR1014,lead,1/17/2022,successful,lead_introduction
72,JNR1001MG,USR1014,lead,1/18/2022,successful,demo_schedule
73,JNR1001MG,USR1014,awareness,1/19/2022,successful,post_demo_followup
74,JNR1001MG,USR1015,lead,1/15/2022,unsuccessful,lead_introduction
75,JNR1001MG,USR1015,lead,1/16/2022,successful,lead_introduction
76,JNR1001MG,USR1015,lead,1/18/2022,successful,demo_schedule
77,JNR1001MG,USR1015,awareness,1/19/2022,successful,post_demo_followup
78,JNR1001MG,USR1015,awareness,1/20/2022,successful,followup_for_consideration
79,JNR1001MG,USR1016,lead,2/19/2022,successful,lead_introduction
80,JNR1001MG,USR1016,lead,2/19/2022,successful,demo_schedule
81,JNR1001MG,USR1016,awareness,2/21/2022,successful,post_demo_followup
82,JNR1001MG,USR1016,lead,2/21/2022,unsuccessful,demo_not_attended
83,JNR1001MG,USR1017,lead,2/19/2022,successful,lead_introduction
84,JNR1001MG,USR1017,lead,2/19/2022,successful,demo_schedule
85,JNR1001MG,USR1017,awareness,2/19/2022,successful,post_demo_followup
86,JNR1001MG,USR1017,awareness,2/20/2022,successful,followup_for_consideration
87,JNR1001MG,USR1017,consideration,2/21/2022,successful,interested_for_conversion
88,JNR1001MG,USR1017,consideration,2/21/2022,successful,followup_for_conversion
89,JNR1001MG,USR1017,conversion,2/21/2022,successful,successful_conversion
90,JNR1001MG,USR1018,lead,2/19/2022,unsuccessful,lead_introduction
91,JNR1001MG,USR1018,lead,2/19/2022,successful,lead_introduction
92,JNR1001MG,USR1018,lead,2/19/2022,successful,demo_schedule
93,JNR1001MG,USR1018,lead,2/22/2022,successful,demo_not_attended
94,JNR1001MG,USR1018,awareness,2/22/2022,successful,post_demo_followup
95,JNR1001MG,USR1019,lead,2/19/2022,successful,lead_introduction
96,JNR1001MG,USR1019,lead,2/21/2022,successful,demo_schedule
97,JNR1001MG,USR1019,awareness,2/21/2022,successful,post_demo_followup
98,JNR1001MG,USR1020,lead,2/19/2022,unsuccessful,lead_introduction
99,JNR1001MG,USR1020,lead,2/20/2022,successful,lead_introduction
100,JNR1001MG,USR1020,lead,2/21/2022,successful,demo_schedule
101,JNR1001MG,USR1020,awareness,2/22/2022,successful,post_demo_followup
102,JNR1002MG,USR1021,lead,1/1/2022,successful,lead_introduction
103,JNR1002MG,USR1021,lead,1/2/2022,successful,demo_schedule
104,JNR1002MG,USR1021,awareness,1/3/2022,successful,post_demo_followup
105,JNR1002MG,USR1022,lead,1/1/2022,successful,lead_introduction
106,JNR1002MG,USR1022,lead,1/3/2022,successful,demo_schedule
107,JNR1002MG,USR1022,awareness,1/7/2022,successful,post_demo_followup
108,JNR1002MG,USR1022,consideration,1/8/2022,successful,interested_for_conversion
109,JNR1002MG,USR1022,consideration,1/9/2022,successful,followup_for_conversion
110,JNR1002MG,USR1022,conversion,1/9/2022,successful,successful_conversion
111,JNR1002MG,USR1023,lead,1/1/2022,unsuccessful,lead_introduction
112,JNR1002MG,USR1023,lead,1/1/2022,successful,lead_introduction
113,JNR1002MG,USR1023,lead,1/1/2022,successful,demo_schedule
114,JNR1002MG,USR1023,lead,1/1/2022,successful,demo_not_attended
115,JNR1002MG,USR1023,awareness,1/1/2022,successful,post_demo_followup
116,JNR1002MG,USR1023,consideration,1/2/2022,successful,interested_for_conversion
117,JNR1002MG,USR1023,consideration,1/3/2022,successful,followup_for_conversion
118,JNR1002MG,USR1023,conversion,1/3/2022,successful,successful_conversion
119,JNR1002MG,USR1024,lead,1/2/2022,successful,lead_introduction
120,JNR1002MG,USR1024,lead,1/2/2022,successful,demo_schedule
121,JNR1002MG,USR1024,awareness,1/3/2022,successful,post_demo_followup
122,JNR1002MG,USR1025,lead,1/3/2022,unsuccessful,lead_introduction
123,JNR1002MG,USR1025,lead,1/4/2022,successful,lead_introduction
124,JNR1002MG,USR1025,lead,1/4/2022,successful,demo_schedule
125,JNR1002MG,USR1025,awareness,1/6/2022,successful,post_demo_followup
126,JNR1002MG,USR1025,consideration,1/8/2022,successful,interested_for_conversion
127,JNR1002MG,USR1025,awareness,1/7/2022,successful,followup_for_consideration
128,JNR1002MG,USR1025,consideration,1/8/2022,successful,followup_for_conversion
129,JNR1002MG,USR1025,conversion,1/8/2022,successful,successful_conversion
130,JNR1002MG,USR1026,lead,1/8/2022,successful,lead_introduction
131,JNR1002MG,USR1026,lead,1/10/2022,successful,demo_schedule
132,JNR1002MG,USR1026,awareness,1/10/2022,successful,post_demo_followup
133,JNR1002MG,USR1027,lead,1/8/2022,successful,lead_introduction
134,JNR1002MG,USR1027,lead,1/9/2022,successful,demo_schedule
135,JNR1002MG,USR1027,lead,1/10/2022,successful,demo_not_attended
136,JNR1002MG,USR1027,awareness,1/10/2022,successful,post_demo_followup
137,JNR1002MG,USR1027,consideration,1/11/2022,successful,interested_for_conversion
138,JNR1002MG,USR1027,consideration,1/11/2022,unsuccessful,followup_for_conversion
139,JNR1002MG,USR1027,consideration,1/12/2022,successful,followup_for_conversion
140,JNR1002MG,USR1028,lead,1/8/2022,unsuccessful,lead_introduction
141,JNR1002MG,USR1028,lead,1/8/2022,successful,lead_introduction
142,JNR1002MG,USR1028,lead,1/9/2022,successful,demo_schedule
143,JNR1002MG,USR1028,awareness,1/10/2022,successful,post_demo_followup
144,JNR1002MG,USR1029,lead,1/8/2022,successful,lead_introduction
145,JNR1002MG,USR1029,lead,1/10/2022,successful,demo_schedule
146,JNR1002MG,USR1029,awareness,1/10/2022,successful,post_demo_followup
147,JNR1002MG,USR1030,lead,1/8/2022,unsuccessful,lead_introduction
148,JNR1002MG,USR1030,lead,1/9/2022,successful,lead_introduction
149,JNR1002MG,USR1030,lead,1/10/2022,successful,demo_schedule
150,JNR1002MG,USR1030,awareness,1/11/2022,successful,post_demo_followup
151,JNR1002MG,USR1030,awareness,1/12/2022,successful,followup_for_consideration
152,JNR1002MG,USR1031,lead,1/15/2022,successful,lead_introduction
153,JNR1002MG,USR1031,lead,1/17/2022,successful,demo_schedule
154,JNR1002MG,USR1031,awareness,1/17/2022,successful,post_demo_followup
155,JNR1002MG,USR1031,awareness,1/18/2022,successful,followup_for_consideration
156,JNR1002MG,USR1031,consideration,1/19/2022,successful,interested_for_conversion
157,JNR1002MG,USR1031,consideration,1/19/2022,successful,followup_for_conversion
158,JNR1002MG,USR1031,conversion,1/19/2022,successful,successful_conversion
159,JNR1002MG,USR1032,lead,1/15/2022,successful,lead_introduction
160,JNR1002MG,USR1032,lead,1/15/2022,successful,demo_schedule
161,JNR1002MG,USR1032,awareness,1/16/2022,successful,post_demo_followup
162,JNR1002MG,USR1032,lead,1/16/2022,successful,demo_not_attended
163,JNR1002MG,USR1032,awareness,1/17/2022,successful,followup_for_consideration
164,JNR1002MG,USR1032,consideration,1/17/2022,successful,interested_for_conversion
165,JNR1002MG,USR1032,consideration,1/17/2022,successful,followup_for_conversion
166,JNR1002MG,USR1032,conversion,1/17/2022,successful,successful_conversion
167,JNR1002MG,USR1033,lead,1/17/2022,unsuccessful,lead_introduction
168,JNR1002MG,USR1033,lead,1/18/2022,successful,lead_introduction
169,JNR1002MG,USR1033,lead,1/19/2022,unsuccessful,demo_schedule
170,JNR1002MG,USR1033,lead,1/20/2022,successful,demo_schedule
171,JNR1002MG,USR1033,awareness,1/21/2022,successful,post_demo_followup
172,JNR1002MG,USR1033,awareness,1/22/2022,successful,followup_for_consideration
173,JNR1002MG,USR1033,consideration,1/22/2022,successful,interested_for_conversion
174,JNR1002MG,USR1033,consideration,1/22/2022,successful,followup_for_conversion
175,JNR1002MG,USR1033,conversion,1/22/2022,successful,successful_conversion
176,JNR1002MG,USR1034,lead,1/17/2022,successful,lead_introduction
177,JNR1002MG,USR1034,lead,1/17/2022,successful,demo_schedule
178,JNR1002MG,USR1034,awareness,1/19/2022,successful,post_demo_followup
179,JNR1002MG,USR1035,lead,1/15/2022,unsuccessful,lead_introduction
180,JNR1002MG,USR1035,lead,1/16/2022,successful,lead_introduction
181,JNR1002MG,USR1035,lead,1/16/2022,successful,demo_schedule
182,JNR1002MG,USR1035,awareness,1/17/2022,successful,post_demo_followup
183,JNR1002MG,USR1035,awareness,1/18/2022,successful,followup_for_consideration
184,JNR1002MG,USR1036,lead,2/19/2022,successful,lead_introduction
185,JNR1002MG,USR1036,lead,2/19/2022,successful,demo_schedule
186,JNR1002MG,USR1036,awareness,2/21/2022,successful,post_demo_followup
187,JNR1002MG,USR1036,awareness,2/23/2022,unsuccessful,followup_for_consideration
188,JNR1002MG,USR1036,awareness,2/23/2022,successful,followup_for_consideration
189,JNR1002MG,USR1037,lead,2/19/2022,successful,lead_introduction
190,JNR1002MG,USR1037,lead,2/21/2022,successful,demo_schedule
191,JNR1002MG,USR1037,awareness,2/22/2022,successful,post_demo_followup
192,JNR1002MG,USR1037,awareness,2/23/2022,unsuccessful,followup_for_consideration
193,JNR1002MG,USR1037,awareness,2/23/2022,successful,followup_for_consideration
194,JNR1002MG,USR1037,consideration,2/24/2022,successful,interested_for_conversion
195,JNR1002MG,USR1037,consideration,2/25/2022,successful,followup_for_conversion
196,JNR1002MG,USR1037,consideration,2/25/2022,unsuccessful,followup_for_conversion
197,JNR1002MG,USR1037,conversion,2/25/2022,successful,successful_conversion
198,JNR1002MG,USR1038,lead,2/19/2022,unsuccessful,lead_introduction
199,JNR1002MG,USR1038,lead,2/19/2022,successful,lead_introduction
200,JNR1002MG,USR1038,lead,2/20/2022,successful,demo_schedule
201,JNR1002MG,USR1038,awareness,2/21/2022,successful,post_demo_followup
202,JNR1002MG,USR1038,awareness,2/22/2022,successful,followup_for_consideration
203,JNR1002MG,USR1039,lead,2/19/2022,successful,lead_introduction
204,JNR1002MG,USR1039,lead,2/20/2022,successful,demo_schedule
205,JNR1002MG,USR1039,awareness,2/21/2022,successful,post_demo_followup
206,JNR1002MG,USR1039,awareness,2/22/2022,successful,followup_for_consideration
207,JNR1002MG,USR1040,lead,2/21/2022,unsuccessful,lead_introduction
208,JNR1002MG,USR1040,lead,2/22/2022,successful,lead_introduction
209,JNR1002MG,USR1040,lead,2/24/2022,successful,demo_schedule
210,JNR1002MG,USR1040,awareness,2/25/2022,successful,post_demo_followup
211,JNR1003MG,USR1041,lead,1/1/2022,successful,lead_introduction
212,JNR1003MG,USR1041,lead,1/1/2022,successful,demo_schedule
213,JNR1003MG,USR1041,awareness,1/3/2022,successful,post_demo_followup
214,JNR1003MG,USR1041,awareness,1/4/2022,unsuccessful,followup_for_consideration
215,JNR1003MG,USR1041,awareness,1/4/2022,successful,followup_for_consideration
216,JNR1003MG,USR1042,lead,1/1/2022,successful,lead_introduction
217,JNR1003MG,USR1042,lead,1/1/2022,successful,demo_schedule
218,JNR1003MG,USR1042,awareness,1/1/2022,successful,post_demo_followup
219,JNR1003MG,USR1042,awareness,1/2/2022,unsuccessful,followup_for_consideration
220,JNR1003MG,USR1042,awareness,1/2/2022,successful,followup_for_consideration
221,JNR1003MG,USR1042,consideration,1/3/2022,successful,interested_for_conversion
222,JNR1003MG,USR1042,consideration,1/4/2022,unsuccessful,followup_for_conversion
223,JNR1003MG,USR1042,consideration,1/4/2022,successful,followup_for_conversion
224,JNR1003MG,USR1042,conversion,1/4/2022,successful,successful_conversion
225,JNR1003MG,USR1043,lead,1/1/2022,unsuccessful,lead_introduction
226,JNR1003MG,USR1043,lead,1/1/2022,successful,lead_introduction
227,JNR1003MG,USR1043,lead,1/1/2022,successful,demo_schedule
228,JNR1003MG,USR1043,awareness,1/1/2022,successful,post_demo_followup
229,JNR1003MG,USR1043,awareness,1/2/2022,successful,followup_for_consideration
230,JNR1003MG,USR1044,lead,1/1/2022,successful,lead_introduction
231,JNR1003MG,USR1044,lead,1/3/2022,successful,demo_schedule
232,JNR1003MG,USR1044,awareness,1/3/2022,successful,post_demo_followup
233,JNR1003MG,USR1044,awareness,1/4/2022,successful,followup_for_consideration
234,JNR1003MG,USR1045,lead,1/1/2022,unsuccessful,lead_introduction
235,JNR1003MG,USR1045,lead,1/2/2022,successful,lead_introduction
236,JNR1003MG,USR1045,lead,1/3/2022,successful,demo_schedule
237,JNR1003MG,USR1045,awareness,1/4/2022,successful,post_demo_followup
238,JNR1003MG,USR1046,lead,1/8/2022,successful,lead_introduction
239,JNR1003MG,USR1046,lead,1/8/2022,successful,demo_schedule
240,JNR1003MG,USR1046,awareness,1/10/2022,successful,post_demo_followup
241,JNR1003MG,USR1046,awareness,1/10/2022,unsuccessful,followup_for_consideration
242,JNR1003MG,USR1046,awareness,1/10/2022,successful,followup_for_consideration
243,JNR1003MG,USR1047,lead,1/8/2022,successful,lead_introduction
244,JNR1003MG,USR1047,lead,1/8/2022,successful,demo_schedule
245,JNR1003MG,USR1047,awareness,1/8/2022,successful,post_demo_followup
246,JNR1003MG,USR1047,awareness,1/8/2022,successful,followup_for_consideration
247,JNR1003MG,USR1047,consideration,1/8/2022,successful,interested_for_conversion
248,JNR1003MG,USR1047,consideration,1/8/2022,successful,followup_for_conversion
249,JNR1003MG,USR1047,conversion,1/8/2022,successful,successful_conversion
250,JNR1003MG,USR1048,lead,1/8/2022,unsuccessful,lead_introduction
251,JNR1003MG,USR1048,lead,1/8/2022,successful,lead_introduction
252,JNR1003MG,USR1048,lead,1/10/2022,successful,demo_schedule
253,JNR1003MG,USR1048,lead,1/11/2022,successful,demo_not_attended
254,JNR1003MG,USR1049,lead,1/8/2022,successful,lead_introduction
255,JNR1003MG,USR1049,lead,1/9/2022,successful,demo_schedule
256,JNR1003MG,USR1049,lead,1/10/2022,successful,demo_not_attended
257,JNR1003MG,USR1050,lead,1/8/2022,unsuccessful,lead_introduction
258,JNR1003MG,USR1050,lead,1/9/2022,successful,lead_introduction
259,JNR1003MG,USR1050,lead,1/10/2022,successful,demo_schedule
260,JNR1003MG,USR1050,lead,1/14/2022,successful,demo_not_attended
261,JNR1003MG,USR1050,awareness,1/14/2022,successful,post_demo_followup
262,JNR1003MG,USR1051,lead,1/15/2022,successful,lead_introduction
263,JNR1003MG,USR1051,lead,1/17/2022,successful,demo_schedule
264,JNR1003MG,USR1051,lead,1/20/2022,unsuccessful,demo_not_attended
265,JNR1003MG,USR1051,lead,1/20/2022,successful,demo_not_attended
266,JNR1003MG,USR1051,awareness,1/20/2022,successful,post_demo_followup
267,JNR1003MG,USR1051,consideration,1/21/2022,successful,interested_for_conversion
268,JNR1003MG,USR1051,consideration,1/22/2022,successful,followup_for_conversion
269,JNR1003MG,USR1051,conversion,1/22/2022,successful,successful_conversion
270,JNR1003MG,USR1052,lead,1/15/2022,successful,lead_introduction
271,JNR1003MG,USR1052,lead,1/16/2022,successful,demo_schedule
272,JNR1003MG,USR1052,lead,1/17/2022,successful,demo_not_attended
273,JNR1003MG,USR1052,awareness,1/17/2022,successful,post_demo_followup
274,JNR1003MG,USR1052,consideration,1/18/2022,successful,interested_for_conversion
275,JNR1003MG,USR1052,consideration,1/19/2022,successful,followup_for_conversion
276,JNR1003MG,USR1052,conversion,1/19/2022,successful,successful_conversion
277,JNR1003MG,USR1053,lead,1/17/2022,unsuccessful,lead_introduction
278,JNR1003MG,USR1053,lead,1/18/2022,successful,lead_introduction
279,JNR1003MG,USR1053,lead,1/20/2022,unsuccessful,demo_schedule
280,JNR1003MG,USR1053,lead,1/18/2022,successful,demo_schedule
281,JNR1003MG,USR1053,lead,1/19/2022,successful,demo_not_attended
282,JNR1003MG,USR1053,awareness,1/19/2022,successful,post_demo_followup
283,JNR1003MG,USR1053,consideration,1/20/2022,successful,interested_for_conversion
284,JNR1003MG,USR1053,consideration,1/21/2022,successful,followup_for_conversion
285,JNR1003MG,USR1053,conversion,1/21/2022,successful,successful_conversion
286,JNR1003MG,USR1054,lead,1/17/2022,successful,lead_introduction
287,JNR1003MG,USR1054,lead,1/18/2022,successful,demo_schedule
288,JNR1003MG,USR1054,lead,1/19/2022,successful,demo_not_attended
289,JNR1003MG,USR1055,lead,1/15/2022,unsuccessful,lead_introduction
290,JNR1003MG,USR1055,lead,1/16/2022,successful,lead_introduction
291,JNR1003MG,USR1055,lead,1/18/2022,successful,demo_schedule
292,JNR1003MG,USR1055,lead,1/18/2022,successful,demo_not_attended
293,JNR1003MG,USR1055,awareness,1/18/2022,successful,post_demo_followup
294,JNR1003MG,USR1056,lead,2/21/2022,successful,lead_introduction
295,JNR1003MG,USR1056,lead,2/21/2022,successful,demo_schedule
296,JNR1003MG,USR1056,lead,2/22/2022,unsuccessful,demo_not_attended
297,JNR1003MG,USR1056,lead,2/22/2022,successful,demo_not_attended
298,JNR1003MG,USR1057,lead,2/22/2022,successful,lead_introduction
299,JNR1003MG,USR1057,lead,2/22/2022,successful,demo_schedule
300,JNR1003MG,USR1057,lead,2/23/2022,unsuccessful,demo_not_attended
301,JNR1003MG,USR1057,lead,2/23/2022,successful,demo_not_attended
302,JNR1003MG,USR1057,awareness,2/23/2022,successful,post_demo_followup
303,JNR1003MG,USR1057,consideration,2/24/2022,unsuccessful,interested_for_conversion
304,JNR1003MG,USR1057,consideration,2/25/2022,unsuccessful,followup_for_conversion
305,JNR1003MG,USR1057,consideration,2/24/2022,successful,followup_for_conversion
306,JNR1003MG,USR1057,conversion,2/25/2022,successful,successful_conversion
307,JNR1003MG,USR1058,lead,2/19/2022,unsuccessful,lead_introduction
308,JNR1003MG,USR1058,lead,2/19/2022,successful,lead_introduction
309,JNR1003MG,USR1058,lead,2/19/2022,successful,demo_schedule
310,JNR1003MG,USR1058,lead,2/22/2022,successful,demo_not_attended
311,JNR1003MG,USR1058,awareness,2/22/2022,successful,post_demo_followup
312,JNR1003MG,USR1059,lead,2/19/2022,successful,lead_introduction
313,JNR1003MG,USR1059,lead,2/21/2022,successful,demo_schedule
314,JNR1003MG,USR1059,lead,2/22/2022,successful,demo_not_attended
315,JNR1003MG,USR1060,lead,2/19/2022,unsuccessful,lead_introduction
316,JNR1003MG,USR1060,lead,2/20/2022,successful,lead_introduction
317,JNR1003MG,USR1060,lead,2/21/2022,successful,demo_schedule
318,JNR1003MG,USR1060,lead,2/22/2022,successful,demo_not_attended
319,JNR1004MG,USR1061,lead,1/3/2022,successful,lead_introduction
320,JNR1004MG,USR1061,lead,1/4/2022,successful,demo_schedule
321,JNR1004MG,USR1062,lead,1/4/2022,successful,lead_introduction
322,JNR1004MG,USR1062,lead,1/6/2022,successful,demo_schedule
323,JNR1004MG,USR1062,lead,1/7/2022,unsuccessful,demo_not_attended
324,JNR1004MG,USR1062,lead,1/7/2022,successful,demo_not_attended
325,JNR1004MG,USR1062,awareness,1/7/2022,successful,post_demo_followup
326,JNR1004MG,USR1062,consideration,1/8/2022,successful,interested_for_conversion
327,JNR1004MG,USR1062,consideration,1/9/2022,successful,followup_for_conversion
328,JNR1004MG,USR1062,conversion,1/9/2022,successful,successful_conversion
329,JNR1004MG,USR1063,lead,1/1/2022,unsuccessful,lead_introduction
330,JNR1004MG,USR1063,lead,1/1/2022,successful,lead_introduction
331,JNR1004MG,USR1063,lead,1/1/2022,successful,demo_schedule
332,JNR1004MG,USR1063,lead,1/1/2022,successful,demo_not_attended
333,JNR1004MG,USR1063,awareness,1/1/2022,successful,post_demo_followup
334,JNR1004MG,USR1063,consideration,1/2/2022,successful,interested_for_conversion
335,JNR1004MG,USR1063,consideration,1/3/2022,unsuccessful,followup_for_conversion
336,JNR1004MG,USR1063,consideration,1/3/2022,successful,followup_for_conversion
337,JNR1004MG,USR1063,conversion,1/3/2022,successful,successful_conversion
338,JNR1004MG,USR1064,lead,1/2/2022,successful,lead_introduction
339,JNR1004MG,USR1064,lead,1/4/2022,successful,demo_schedule
340,JNR1004MG,USR1064,lead,1/5/2022,successful,demo_not_attended
341,JNR1004MG,USR1065,lead,1/3/2022,unsuccessful,lead_introduction
342,JNR1004MG,USR1065,lead,1/4/2022,successful,lead_introduction
343,JNR1004MG,USR1065,lead,1/5/2022,successful,demo_schedule
344,JNR1004MG,USR1065,lead,1/6/2022,successful,demo_not_attended
345,JNR1004MG,USR1065,awareness,1/6/2022,successful,post_demo_followup
346,JNR1004MG,USR1065,consideration,1/7/2022,unsuccessful,interested_for_conversion
347,JNR1004MG,USR1065,consideration,1/7/2022,successful,interested_for_conversion
348,JNR1004MG,USR1065,awareness,1/6/2022,successful,followup_for_consideration
349,JNR1004MG,USR1066,lead,1/8/2022,successful,lead_introduction
350,JNR1004MG,USR1066,lead,1/9/2022,successful,demo_schedule
351,JNR1004MG,USR1066,lead,1/10/2022,unsuccessful,demo_not_attended
352,JNR1004MG,USR1066,lead,1/10/2022,successful,demo_not_attended
353,JNR1004MG,USR1067,lead,1/8/2022,successful,lead_introduction
354,JNR1004MG,USR1067,lead,1/10/2022,successful,demo_schedule
355,JNR1004MG,USR1067,lead,1/10/2022,successful,demo_not_attended
356,JNR1004MG,USR1067,awareness,1/10/2022,successful,post_demo_followup
357,JNR1004MG,USR1067,consideration,1/12/2022,successful,interested_for_conversion
358,JNR1004MG,USR1067,consideration,1/11/2022,unsuccessful,interested_for_conversion
359,JNR1004MG,USR1068,lead,1/8/2022,unsuccessful,lead_introduction
360,JNR1004MG,USR1068,lead,1/8/2022,successful,lead_introduction
361,JNR1004MG,USR1068,lead,1/10/2022,successful,demo_schedule
362,JNR1004MG,USR1068,lead,1/11/2022,successful,demo_not_attended
363,JNR1004MG,USR1069,lead,1/8/2022,successful,lead_introduction
364,JNR1004MG,USR1069,lead,1/9/2022,successful,demo_schedule
365,JNR1004MG,USR1069,lead,1/10/2022,successful,demo_not_attended
366,JNR1004MG,USR1070,lead,1/8/2022,unsuccessful,lead_introduction
367,JNR1004MG,USR1070,lead,1/9/2022,successful,lead_introduction
368,JNR1004MG,USR1070,lead,1/10/2022,successful,demo_schedule
369,JNR1004MG,USR1070,lead,1/14/2022,successful,demo_not_attended
370,JNR1004MG,USR1070,awareness,1/14/2022,successful,post_demo_followup
371,JNR1004MG,USR1071,lead,1/15/2022,successful,lead_introduction
372,JNR1004MG,USR1071,lead,1/17/2022,successful,demo_schedule
373,JNR1004MG,USR1071,lead,1/20/2022,unsuccessful,demo_not_attended
374,JNR1004MG,USR1071,lead,1/20/2022,successful,demo_not_attended
375,JNR1004MG,USR1071,awareness,1/20/2022,successful,post_demo_followup
376,JNR1004MG,USR1071,consideration,1/21/2022,unsuccessful,interested_for_conversion
377,JNR1004MG,USR1071,consideration,1/22/2022,unsuccessful,interested_for_conversion
